Cc1cc(C)c(\C=C\2/C(=O)Nc3ncnc(Nc4ccc(F)c(Cl)c4)c23)[nH]1,2.8615668525262805
Nc1ncnc2c1c(cn2C3CCCC3)c4cccc(Oc5ccccc5)c4,2.267415515005572
N(c1oc(cn1)c2ccccc2)c3ccccn3,2.0998538875303776
CN1C(=O)\C(=C/c2[nH]c(cc2C)C(=O)NCCN3CCOCC3)\c4c(Nc5ccc(F)c(Cl)c5)ncnc14,3.0704244284252855
Cc1ccc(Nc2ncc(s2)c3ccccc3)nc1,2.077417075392649
CCN(CC)CC(O)CNC(=O)c1cc(C)c(\C=C\2/C(=O)Nc3ncnc(Nc4ccc(F)c(Cl)c4)c23)[nH]1,3.601094190200958
N(c1cnccn1)c2ncc(s2)c3ccccc3,2.1961231182996066
N(c1cccnc1)c2ncc(s2)c3ccccc3,1.9998205541970435
Cc1ccnc(Nc2ncc(s2)c3ccccc3)c1,2.0862860314366056
N(c1ccccc1)c2ncc(s2)c3ccccc3,1.7408077336842211
Cc1cccc(Nc2ncc(s2)c3ccccc3)n1,2.071465701766277
Nc1ncnc2c1c(cn2C3CCCC3O)c4ccc(Oc5ccccc5)cc4,3.0800174280561423
N(c1ccccc1)c2oc(cn2)c3ccccc3,1.8126820926585818
N(c1ccc(Oc2ccccc2)cc1)c3ncnc4ccccc34,1.7386789578361714
CC(C)n1cc(c2ccc(Oc3ccccc3)cc2)c4c(N)ncnc14,2.214214720232892
O=C(Nc1ncc(s1)c2ccccc2)c3ccccc3,1.6785710757043457
N(c1ccncn1)c2ncc(s2)c3ccccc3,2.211807733684223
COc1cccnc1Nc2ncc(s2)c3ccccc3,2.0958472165126896
COc1ccnc(Nc2ncc(s2)c3ccccc3)c1,2.100564296043329
Cc1cccnc1Nc2ncc(s2)c3ccccc3,2.083746745722319
Cc1cc([nH]c1\C=C\2/C(=O)Nc3ncnc(Nc4ccc5c(ccn5Cc6ccccc6)c4)c23)C(=O)N7CCOCC7,3.0786173695429815
CCCCN(C)c1ccc(N=Nc2ncc(s2)[N+](=O)[O-])c(C)c1,2.9458109268199877
CCN(CC)CCNC(=O)c1c(C)[nH]c(\C=C\2/C(=O)Nc3ncnc(Nc4ccc(F)c(Cl)c4)c23)c1C,3.024389924455395
Cc1cc([nH]c1\C=C\2/C(=O)Nc3ncnc(Nc4ccc5CCCc5c4)c23)C(=O)N6CCOCC6,3.028284651024622
Nc1ncnc2c1c(cn2C3CCC(O)C3)c4ccc(Oc5ccccc5)cc4,3.0661777900470923
N(c1ccccn1)c2ncc(s2)c3ccccc3,1.9946513234278118
N(c1ccncc1)c2ncc(s2)c3ccccc3,2.0158205541970435
COc1cccc(Nc2ncc(s2)c3ccccc3)n1,2.1600229661867445
Nc1ncnc2c1c(cn2C3CC(O)C(O)C3)c4ccc(Oc5ccccc5)cc4,3.1984567779998976
Cc1ccc(cc1)c2nn(c3ncnc(N)c23)C(C)(C)C,2.333102241121825
Brc1cccc(Nc2ncc(s2)c3ccccc3)n1,2.2347118556124297
Cc1cnc(Nc2ccccn2)s1,2.190979426122187
Cc1cc([nH]c1\C=C\2/C(=O)Nc3ncnc(Nc4ccc(F)c(Cl)c4)c23)C(=O)O,2.9438785967349013
Clc1ccc(Nc2ncc(s2)c3ccccc3)nc1,2.085484932535506
Brc1cnc(Nc2ccccn2)s1,2.3266863087132794
C(N1CCCC1)c2ccc(Nc3ncc(s3)c4ccccc4)nc2,2.1552904962977113
Clc1cnc(Nc2ccccn2)s1,2.3448903572962756
Cc1cc([nH]c1\C=C\2/C(=O)Nc3ncnc(Nc4ccc5c(cnn5Cc6ccccc6)c4)c23)C(=O)N7CCOCC7,3.1094987954341633
CC(C)(C)n1cc(c2ccc(Cl)cc2)c3c(N)ncnc13,2.3961332756045834
Nc1ncnc2c1c(cn2C3CCCC3)c4ccc(Oc5ccccc5)cc4,2.219012363939772
CCN(CC)CCNC(=O)c1cc(C)c(\C=C\2/C(=O)Nc3ncnc(Nc4ccc(F)c(Cl)c4)c23)[nH]1,3.052830376790035
CC1CN(CC(C)N1)C(=O)c2cc(C)c(\C=C\3/C(=O)Nc4ncnc(Nc5ccc(F)c(Cl)c5)c34)[nH]2,3.916526676165775
CC(C)(C)n1cc(c2ccc(Oc3ccccc3)cc2)c4c(N)ncnc14,2.322361326473386
N#Cc1cnc(Nc2ccccn2)s1,2.5278216738722517
CN1C(=O)\C(=C/c2[nH]c(C)cc2C)\c3c(Nc4ccc(F)c(Cl)c4)ncnc13,2.8933394973253854
Cc1cc([nH]c1\C=C\2/C(=O)Nc3ncnc(Nc4ccc5c(ccn5Cc6ccccc6)c4)c23)C(=O)NCCN7CCOCC7,3.149315395240275
CCN(CC)CCNC(=O)c1cc(C)c(\C=C\2/C(=O)Nc3ncnc(Nc4ccc(Cl)cc4F)c23)[nH]1,3.065544162014712
N(c1ncccn1)c2ncc(s2)c3ccccc3,2.120469272145762
COc1cccc(c1)c2ccc3\C(=C\c4[nH]c5CCCCc5c4CCC(=O)O)\C(=O)Nc3c2,2.696122664831318
COc1ccc2\C(=C\c3[nH]c4CCCCc4c3CCC(=O)O)\C(=O)Nc2c1,2.6872470407591003
COc1ccccc1c2ccc3\C(=C\c4cc5CCCCc5[nH]4)\C(=O)Nc3c2,2.600197976182363
